"filename", "language", "JavaScript", "CSS", "Python", "Database", "Properties", "HTML", "Batch", "XML", "PowerShell", "comment", "blank", "total"
"c:\Users\USER\Documents\SDGP\Implementation\Front-end Flask\venv\Lib\site-packages\pip\_internal\pyproject.py", "Python", 0, 0, 83, 0, 0, 0, 0, 0, 0, 66, 27, 176
"c:\Users\USER\Documents\SDGP\Implementation\Front-end Flask\venv\Lib\site-packages\pip\_internal\req\__init__.py", "Python", 0, 0, 71, 0, 0, 0, 0, 0, 0, 6, 18, 95
"c:\Users\USER\Documents\SDGP\Implementation\Front-end Flask\venv\Lib\site-packages\pip\_internal\req\constructors.py", "Python", 0, 0, 361, 0, 0, 0, 0, 0, 0, 76, 65, 502
"c:\Users\USER\Documents\SDGP\Implementation\Front-end Flask\venv\Lib\site-packages\pip\_internal\req\req_file.py", "Python", 0, 0, 348, 0, 0, 0, 0, 0, 0, 111, 82, 541
"c:\Users\USER\Documents\SDGP\Implementation\Front-end Flask\venv\Lib\site-packages\pip\_internal\req\req_install.py", "Python", 0, 0, 641, 0, 0, 0, 0, 0, 0, 150, 89, 880
"c:\Users\USER\Documents\SDGP\Implementation\Front-end Flask\venv\Lib\site-packages\pip\_internal\req\req_set.py", "Python", 0, 0, 56, 0, 0, 0, 0, 0, 0, 6, 21, 83
"c:\Users\USER\Documents\SDGP\Implementation\Front-end Flask\venv\Lib\site-packages\pip\_internal\req\req_uninstall.py", "Python", 0, 0, 431, 0, 0, 0, 0, 0, 0, 116, 94, 641
"c:\Users\USER\Documents\SDGP\Implementation\Front-end Flask\venv\Lib\site-packages\pip\_internal\resolution\__init__.py", "Python", 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 1
"c:\Users\USER\Documents\SDGP\Implementation\Front-end Flask\venv\Lib\site-packages\pip\_internal\resolution\base.py", "Python", 0, 0, 15, 0, 0, 0, 0, 0, 0, 0, 6, 21
"c:\Users\USER\Documents\SDGP\Implementation\Front-end Flask\venv\Lib\site-packages\pip\_internal\resolution\legacy\__init__.py", "Python", 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 1
"c:\Users\USER\Documents\SDGP\Implementation\Front-end Flask\venv\Lib\site-packages\pip\_internal\resolution\legacy\resolver.py", "Python", 0, 0, 370, 0, 0, 0, 0, 0, 0, 165, 66, 601
"c:\Users\USER\Documents\SDGP\Implementation\Front-end Flask\venv\Lib\site-packages\pip\_internal\resolution\resolvelib\__init__.py", "Python", 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 1
"c:\Users\USER\Documents\SDGP\Implementation\Front-end Flask\venv\Lib\site-packages\pip\_internal\resolution\resolvelib\base.py", "Python", 0, 0, 85, 0, 0, 0, 0, 0, 0, 26, 31, 142
"c:\Users\USER\Documents\SDGP\Implementation\Front-end Flask\venv\Lib\site-packages\pip\_internal\resolution\resolvelib\candidates.py", "Python", 0, 0, 404, 0, 0, 0, 0, 0, 0, 63, 90, 557
"c:\Users\USER\Documents\SDGP\Implementation\Front-end Flask\venv\Lib\site-packages\pip\_internal\resolution\resolvelib\factory.py", "Python", 0, 0, 574, 0, 0, 0, 0, 0, 0, 82, 76, 732
"c:\Users\USER\Documents\SDGP\Implementation\Front-end Flask\venv\Lib\site-packages\pip\_internal\resolution\resolvelib\found_candidates.py", "Python", 0, 0, 80, 0, 0, 0, 0, 0, 0, 56, 20, 156
"c:\Users\USER\Documents\SDGP\Implementation\Front-end Flask\venv\Lib\site-packages\pip\_internal\resolution\resolvelib\provider.py", "Python", 0, 0, 142, 0, 0, 0, 0, 0, 0, 79, 28, 249
"c:\Users\USER\Documents\SDGP\Implementation\Front-end Flask\venv\Lib\site-packages\pip\_internal\resolution\resolvelib\reporter.py", "Python", 0, 0, 49, 0, 0, 0, 0, 0, 0, 1, 19, 69
"c:\Users\USER\Documents\SDGP\Implementation\Front-end Flask\venv\Lib\site-packages\pip\_internal\resolution\resolvelib\requirements.py", "Python", 0, 0, 110, 0, 0, 0, 0, 0, 0, 14, 43, 167
"c:\Users\USER\Documents\SDGP\Implementation\Front-end Flask\venv\Lib\site-packages\pip\_internal\resolution\resolvelib\resolver.py", "Python", 0, 0, 188, 0, 0, 0, 0, 0, 0, 72, 37, 297
"c:\Users\USER\Documents\SDGP\Implementation\Front-end Flask\venv\Lib\site-packages\pip\_internal\self_outdated_check.py", "Python", 0, 0, 167, 0, 0, 0, 0, 0, 0, 28, 45, 240
"c:\Users\USER\Documents\SDGP\Implementation\Front-end Flask\venv\Lib\site-packages\pip\_internal\utils\__init__.py", "Python", 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 1
"c:\Users\USER\Documents\SDGP\Implementation\Front-end Flask\venv\Lib\site-packages\pip\_internal\utils\_log.py", "Python", 0, 0, 11, 0, 0, 0, 0, 0, 0, 18, 10, 39
"c:\Users\USER\Documents\SDGP\Implementation\Front-end Flask\venv\Lib\site-packages\pip\_internal\utils\appdirs.py", "Python", 0, 0, 25, 0, 0, 0, 0, 0, 0, 12, 16, 53
"c:\Users\USER\Documents\SDGP\Implementation\Front-end Flask\venv\Lib\site-packages\pip\_internal\utils\compat.py", "Python", 0, 0, 26, 0, 0, 0, 0, 0, 0, 22, 16, 64
"c:\Users\USER\Documents\SDGP\Implementation\Front-end Flask\venv\Lib\site-packages\pip\_internal\utils\compatibility_tags.py", "Python", 0, 0, 108, 0, 0, 0, 0, 0, 0, 30, 28, 166
"c:\Users\USER\Documents\SDGP\Implementation\Front-end Flask\venv\Lib\site-packages\pip\_internal\utils\datetime.py", "Python", 0, 0, 5, 0, 0, 0, 0, 0, 0, 2, 5, 12
"c:\Users\USER\Documents\SDGP\Implementation\Front-end Flask\venv\Lib\site-packages\pip\_internal\utils\deprecation.py", "Python", 0, 0, 71, 0, 0, 0, 0, 0, 0, 28, 22, 121
"c:\Users\USER\Documents\SDGP\Implementation\Front-end Flask\venv\Lib\site-packages\pip\_internal\utils\direct_url_helpers.py", "Python", 0, 0, 70, 0, 0, 0, 0, 0, 0, 10, 8, 88
"c:\Users\USER\Documents\SDGP\Implementation\Front-end Flask\venv\Lib\site-packages\pip\_internal\utils\distutils_args.py", "Python", 0, 0, 30, 0, 0, 0, 0, 0, 0, 7, 7, 44
"c:\Users\USER\Documents\SDGP\Implementation\Front-end Flask\venv\Lib\site-packages\pip\_internal\utils\egg_link.py", "Python", 0, 0, 38, 0, 0, 0, 0, 0, 0, 27, 11, 76
"c:\Users\USER\Documents\SDGP\Implementation\Front-end Flask\venv\Lib\site-packages\pip\_internal\utils\encoding.py", "Python", 0, 0, 28, 0, 0, 0, 0, 0, 0, 4, 5, 37
"c:\Users\USER\Documents\SDGP\Implementation\Front-end Flask\venv\Lib\site-packages\pip\_internal\utils\entrypoints.py", "Python", 0, 0, 49, 0, 0, 0, 0, 0, 0, 18, 13, 80
"c:\Users\USER\Documents\SDGP\Implementation\Front-end Flask\venv\Lib\site-packages\pip\_internal\utils\filesystem.py", "Python", 0, 0, 93, 0, 0, 0, 0, 0, 0, 32, 29, 154
"c:\Users\USER\Documents\SDGP\Implementation\Front-end Flask\venv\Lib\site-packages\pip\_internal\utils\filetypes.py", "Python", 0, 0, 19, 0, 0, 0, 0, 0, 0, 3, 6, 28
"c:\Users\USER\Documents\SDGP\Implementation\Front-end Flask\venv\Lib\site-packages\pip\_internal\utils\glibc.py", "Python", 0, 0, 37, 0, 0, 0, 0, 0, 0, 38, 14, 89
"c:\Users\USER\Documents\SDGP\Implementation\Front-end Flask\venv\Lib\site-packages\pip\_internal\utils\hashes.py", "Python", 0, 0, 76, 0, 0, 0, 0, 0, 0, 40, 29, 145
"c:\Users\USER\Documents\SDGP\Implementation\Front-end Flask\venv\Lib\site-packages\pip\_internal\utils\inject_securetransport.py", "Python", 0, 0, 16, 0, 0, 0, 0, 0, 0, 10, 10, 36
"c:\Users\USER\Documents\SDGP\Implementation\Front-end Flask\venv\Lib\site-packages\pip\_internal\utils\logging.py", "Python", 0, 0, 246, 0, 0, 0, 0, 0, 0, 51, 52, 349
"c:\Users\USER\Documents\SDGP\Implementation\Front-end Flask\venv\Lib\site-packages\pip\_internal\utils\misc.py", "Python", 0, 0, 433, 0, 0, 0, 0, 0, 0, 159, 132, 724
"c:\Users\USER\Documents\SDGP\Implementation\Front-end Flask\venv\Lib\site-packages\pip\_internal\utils\models.py", "Python", 0, 0, 23, 0, 0, 0, 0, 0, 0, 3, 14, 40
"c:\Users\USER\Documents\SDGP\Implementation\Front-end Flask\venv\Lib\site-packages\pip\_internal\utils\packaging.py", "Python", 0, 0, 21, 0, 0, 0, 0, 0, 0, 26, 11, 58
"c:\Users\USER\Documents\SDGP\Implementation\Front-end Flask\venv\Lib\site-packages\pip\_internal\utils\setuptools_build.py", "Python", 0, 0, 114, 0, 0, 0, 0, 0, 0, 53, 29, 196
"c:\Users\USER\Documents\SDGP\Implementation\Front-end Flask\venv\Lib\site-packages\pip\_internal\utils\subprocess.py", "Python", 0, 0, 171, 0, 0, 0, 0, 0, 0, 66, 24, 261
"c:\Users\USER\Documents\SDGP\Implementation\Front-end Flask\venv\Lib\site-packages\pip\_internal\utils\temp_dir.py", "Python", 0, 0, 131, 0, 0, 0, 0, 0, 0, 71, 45, 247
"c:\Users\USER\Documents\SDGP\Implementation\Front-end Flask\venv\Lib\site-packages\pip\_internal\utils\unpacking.py", "Python", 0, 0, 187, 0, 0, 0, 0, 0, 0, 42, 29, 258
"c:\Users\USER\Documents\SDGP\Implementation\Front-end Flask\venv\Lib\site-packages\pip\_internal\utils\urls.py", "Python", 0, 0, 38, 0, 0, 0, 0, 0, 0, 12, 13, 63
"c:\Users\USER\Documents\SDGP\Implementation\Front-end Flask\venv\Lib\site-packages\pip\_internal\utils\virtualenv.py", "Python", 0, 0, 50, 0, 0, 0, 0, 0, 0, 36, 19, 105
"c:\Users\USER\Documents\SDGP\Implementation\Front-end Flask\venv\Lib\site-packages\pip\_internal\utils\wheel.py", "Python", 0, 0, 70, 0, 0, 0, 0, 0, 0, 36, 31, 137
"c:\Users\USER\Documents\SDGP\Implementation\Front-end Flask\venv\Lib\site-packages\pip\_internal\vcs\__init__.py", "Python", 0, 0, 11, 0, 0, 0, 0, 0, 0, 4, 1, 16
"c:\Users\USER\Documents\SDGP\Implementation\Front-end Flask\venv\Lib\site-packages\pip\_internal\vcs\bazaar.py", "Python", 0, 0, 85, 0, 0, 0, 0, 0, 0, 2, 15, 102
"c:\Users\USER\Documents\SDGP\Implementation\Front-end Flask\venv\Lib\site-packages\pip\_internal\vcs\git.py", "Python", 0, 0, 340, 0, 0, 0, 0, 0, 0, 127, 60, 527
"c:\Users\USER\Documents\SDGP\Implementation\Front-end Flask\venv\Lib\site-packages\pip\_internal\vcs\mercurial.py", "Python", 0, 0, 134, 0, 0, 0, 0, 0, 0, 13, 17, 164
"c:\Users\USER\Documents\SDGP\Implementation\Front-end Flask\venv\Lib\site-packages\pip\_internal\vcs\subversion.py", "Python", 0, 0, 209, 0, 0, 0, 0, 0, 0, 74, 42, 325
"c:\Users\USER\Documents\SDGP\Implementation\Front-end Flask\venv\Lib\site-packages\pip\_internal\vcs\versioncontrol.py", "Python", 0, 0, 392, 0, 0, 0, 0, 0, 0, 224, 90, 706
"c:\Users\USER\Documents\SDGP\Implementation\Front-end Flask\venv\Lib\site-packages\pip\_internal\wheel_builder.py", "Python", 0, 0, 292, 0, 0, 0, 0, 0, 0, 44, 48, 384
"c:\Users\USER\Documents\SDGP\Implementation\Front-end Flask\venv\Lib\site-packages\pip\_vendor\__init__.py", "Python", 0, 0, 78, 0, 0, 0, 0, 0, 0, 33, 10, 121
"c:\Users\USER\Documents\SDGP\Implementation\Front-end Flask\venv\Lib\site-packages\pip\_vendor\cachecontrol\__init__.py", "Python", 0, 0, 8, 0, 0, 0, 0, 0, 0, 7, 4, 19
"c:\Users\USER\Documents\SDGP\Implementation\Front-end Flask\venv\Lib\site-packages\pip\_vendor\cachecontrol\_cmd.py", "Python", 0, 0, 35, 0, 0, 0, 0, 0, 0, 7, 20, 62
"c:\Users\USER\Documents\SDGP\Implementation\Front-end Flask\venv\Lib\site-packages\pip\_vendor\cachecontrol\adapter.py", "Python", 0, 0, 83, 0, 0, 0, 0, 0, 0, 30, 25, 138
"c:\Users\USER\Documents\SDGP\Implementation\Front-end Flask\venv\Lib\site-packages\pip\_vendor\cachecontrol\cache.py", "Python", 0, 0, 28, 0, 0, 0, 0, 0, 0, 21, 17, 66
"c:\Users\USER\Documents\SDGP\Implementation\Front-end Flask\venv\Lib\site-packages\pip\_vendor\cachecontrol\caches\__init__.py", "Python", 0, 0, 3, 0, 0, 0, 0, 0, 0, 3, 4, 10
"c:\Users\USER\Documents\SDGP\Implementation\Front-end Flask\venv\Lib\site-packages\pip\_vendor\cachecontrol\caches\file_cache.py", "Python", 0, 0, 106, 0, 0, 0, 0, 0, 0, 45, 38, 189
"c:\Users\USER\Documents\SDGP\Implementation\Front-end Flask\venv\Lib\site-packages\pip\_vendor\cachecontrol\caches\redis_cache.py", "Python", 0, 0, 23, 0, 0, 0, 0, 0, 0, 6, 11, 40
"c:\Users\USER\Documents\SDGP\Implementation\Front-end Flask\venv\Lib\site-packages\pip\_vendor\cachecontrol\compat.py", "Python", 0, 0, 20, 0, 0, 0, 0, 0, 0, 6, 7, 33
"c:\Users\USER\Documents\SDGP\Implementation\Front-end Flask\venv\Lib\site-packages\pip\_vendor\cachecontrol\controller.py", "Python", 0, 0, 273, 0, 0, 0, 0, 0, 0, 93, 74, 440
"c:\Users\USER\Documents\SDGP\Implementation\Front-end Flask\venv\Lib\site-packages\pip\_vendor\cachecontrol\filewrapper.py", "Python", 0, 0, 47, 0, 0, 0, 0, 0, 0, 46, 19, 112
"c:\Users\USER\Documents\SDGP\Implementation\Front-end Flask\venv\Lib\site-packages\pip\_vendor\cachecontrol\heuristics.py", "Python", 0, 0, 69, 0, 0, 0, 0, 0, 0, 35, 36, 140
"c:\Users\USER\Documents\SDGP\Implementation\Front-end Flask\venv\Lib\site-packages\pip\_vendor\cachecontrol\serialize.py", "Python", 0, 0, 108, 0, 0, 0, 0, 0, 0, 45, 38, 191
"c:\Users\USER\Documents\SDGP\Implementation\Front-end Flask\venv\Lib\site-packages\pip\_vendor\cachecontrol\wrapper.py", "Python", 0, 0, 25, 0, 0, 0, 0, 0, 0, 3, 6, 34
"c:\Users\USER\Documents\SDGP\Implementation\Front-end Flask\venv\Lib\site-packages\pip\_vendor\certifi\__init__.py", "Python", 0, 0, 3, 0, 0, 0, 0, 0, 0, 0, 2, 5
"c:\Users\USER\Documents\SDGP\Implementation\Front-end Flask\venv\Lib\site-packages\pip\_vendor\certifi\__main__.py", "Python", 0, 0, 9, 0, 0, 0, 0, 0, 0, 0, 4, 13
"c:\Users\USER\Documents\SDGP\Implementation\Front-end Flask\venv\Lib\site-packages\pip\_vendor\certifi\core.py", "Python", 0, 0, 39, 0, 0, 0, 0, 0, 0, 30, 16, 85
"c:\Users\USER\Documents\SDGP\Implementation\Front-end Flask\venv\Lib\site-packages\pip\_vendor\chardet\__init__.py", "Python", 0, 0, 50, 0, 0, 0, 0, 0, 0, 34, 10, 94
"c:\Users\USER\Documents\SDGP\Implementation\Front-end Flask\venv\Lib\site-packages\pip\_vendor\chardet\big5freq.py", "Python", 0, 0, 340, 0, 0, 0, 0, 0, 0, 43, 4, 387
"c:\Users\USER\Documents\SDGP\Implementation\Front-end Flask\venv\Lib\site-packages\pip\_vendor\chardet\big5prober.py", "Python", 0, 0, 16, 0, 0, 0, 0, 0, 0, 26, 6, 48
"c:\Users\USER\Documents\SDGP\Implementation\Front-end Flask\venv\Lib\site-packages\pip\_vendor\chardet\chardistribution.py", "Python", 0, 0, 154, 0, 0, 0, 0, 0, 0, 73, 33, 260
"c:\Users\USER\Documents\SDGP\Implementation\Front-end Flask\venv\Lib\site-packages\pip\_vendor\chardet\charsetgroupprober.py", "Python", 0, 0, 75, 0, 0, 0, 0, 0, 0, 26, 9, 110
"c:\Users\USER\Documents\SDGP\Implementation\Front-end Flask\venv\Lib\site-packages\pip\_vendor\chardet\charsetprober.py", "Python", 0, 0, 57, 0, 0, 0, 0, 0, 0, 59, 23, 139
"c:\Users\USER\Documents\SDGP\Implementation\Front-end Flask\venv\Lib\site-packages\pip\_vendor\chardet\cli\__init__.py", "Python", 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 1
"c:\Users\USER\Documents\SDGP\Implementation\Front-end Flask\venv\Lib\site-packages\pip\_vendor\chardet\cli\chardetect.py", "Python", 0, 0, 45, 0, 0, 0, 0, 0, 0, 31, 11, 87
"c:\Users\USER\Documents\SDGP\Implementation\Front-end Flask\venv\Lib\site-packages\pip\_vendor\chardet\codingstatemachine.py", "Python", 0, 0, 28, 0, 0, 0, 0, 0, 0, 50, 11, 89
"c:\Users\USER\Documents\SDGP\Implementation\Front-end Flask\venv\Lib\site-packages\pip\_vendor\chardet\cp949prober.py", "Python", 0, 0, 16, 0, 0, 0, 0, 0, 0, 28, 6, 50
"c:\Users\USER\Documents\SDGP\Implementation\Front-end Flask\venv\Lib\site-packages\pip\_vendor\chardet\enums.py", "Python", 0, 0, 35, 0, 0, 0, 0, 0, 0, 28, 20, 83
"c:\Users\USER\Documents\SDGP\Implementation\Front-end Flask\venv\Lib\site-packages\pip\_vendor\chardet\escprober.py", "Python", 0, 0, 61, 0, 0, 0, 0, 0, 0, 31, 11, 103
"c:\Users\USER\Documents\SDGP\Implementation\Front-end Flask\venv\Lib\site-packages\pip\_vendor\chardet\escsm.py", "Python", 0, 0, 209, 0, 0, 0, 0, 0, 0, 34, 18, 261
"c:\Users\USER\Documents\SDGP\Implementation\Front-end Flask\venv\Lib\site-packages\pip\_vendor\chardet\eucjpprober.py", "Python", 0, 0, 57, 0, 0, 0, 0, 0, 0, 27, 12, 96
"c:\Users\USER\Documents\SDGP\Implementation\Front-end Flask\venv\Lib\site-packages\pip\_vendor\chardet\euckrfreq.py", "Python", 0, 0, 151, 0, 0, 0, 0, 0, 0, 40, 6, 197
"c:\Users\USER\Documents\SDGP\Implementation\Front-end Flask\venv\Lib\site-packages\pip\_vendor\chardet\euckrprober.py", "Python", 0, 0, 16, 0, 0, 0, 0, 0, 0, 26, 6, 48
"c:\Users\USER\Documents\SDGP\Implementation\Front-end Flask\venv\Lib\site-packages\pip\_vendor\chardet\euctwfreq.py", "Python", 0, 0, 340, 0, 0, 0, 0, 0, 0, 43, 6, 389
"c:\Users\USER\Documents\SDGP\Implementation\Front-end Flask\venv\Lib\site-packages\pip\_vendor\chardet\euctwprober.py", "Python", 0, 0, 16, 0, 0, 0, 0, 0, 0, 26, 6, 48
"c:\Users\USER\Documents\SDGP\Implementation\Front-end Flask\venv\Lib\site-packages\pip\_vendor\chardet\gb2312freq.py", "Python", 0, 0, 239, 0, 0, 0, 0, 0, 0, 40, 6, 285
"c:\Users\USER\Documents\SDGP\Implementation\Front-end Flask\venv\Lib\site-packages\pip\_vendor\chardet\gb2312prober.py", "Python", 0, 0, 16, 0, 0, 0, 0, 0, 0, 26, 6, 48
"c:\Users\USER\Documents\SDGP\Implementation\Front-end Flask\venv\Lib\site-packages\pip\_vendor\chardet\hebrewprober.py", "Python", 0, 0, 92, 0, 0, 0, 0, 0, 0, 186, 25, 303
"c:\Users\USER\Documents\SDGP\Implementation\Front-end Flask\venv\Lib\site-packages\pip\_vendor\chardet\jisfreq.py", "Python", 0, 0, 277, 0, 0, 0, 0, 0, 0, 43, 6, 326
"c:\Users\USER\Documents\SDGP\Implementation\Front-end Flask\venv\Lib\site-packages\pip\_vendor\chardet\johabfreq.py", "Python", 0, 0, 2352, 0, 0, 0, 0, 0, 0, 28, 3, 2383
"c:\Users\USER\Documents\SDGP\Implementation\Front-end Flask\venv\Lib\site-packages\pip\_vendor\chardet\johabprober.py", "Python", 0, 0, 16, 0, 0, 0, 0, 0, 0, 26, 6, 48
"c:\Users\USER\Documents\SDGP\Implementation\Front-end Flask\venv\Lib\site-packages\pip\_vendor\chardet\jpcntx.py", "Python", 0, 0, 170, 0, 0, 0, 0, 0, 0, 46, 22, 238
"c:\Users\USER\Documents\SDGP\Implementation\Front-end Flask\venv\Lib\site-packages\pip\_vendor\chardet\langbulgarianmodel.py", "Python", 0, 0, 4632, 0, 0, 0, 0, 0, 0, 10, 8, 4650
"c:\Users\USER\Documents\SDGP\Implementation\Front-end Flask\venv\Lib\site-packages\pip\_vendor\chardet\langgreekmodel.py", "Python", 0, 0, 4380, 0, 0, 0, 0, 0, 0, 10, 8, 4398
"c:\Users\USER\Documents\SDGP\Implementation\Front-end Flask\venv\Lib\site-packages\pip\_vendor\chardet\langhebrewmodel.py", "Python", 0, 0, 4365, 0, 0, 0, 0, 0, 0, 10, 6, 4381
"c:\Users\USER\Documents\SDGP\Implementation\Front-end Flask\venv\Lib\site-packages\pip\_vendor\chardet\langhungarianmodel.py", "Python", 0, 0, 4632, 0, 0, 0, 0, 0, 0, 10, 8, 4650
"c:\Users\USER\Documents\SDGP\Implementation\Front-end Flask\venv\Lib\site-packages\pip\_vendor\chardet\langrussianmodel.py", "Python", 0, 0, 5700, 0, 0, 0, 0, 0, 0, 10, 16, 5726
"c:\Users\USER\Documents\SDGP\Implementation\Front-end Flask\venv\Lib\site-packages\pip\_vendor\chardet\langthaimodel.py", "Python", 0, 0, 4365, 0, 0, 0, 0, 0, 0, 10, 6, 4381
"c:\Users\USER\Documents\SDGP\Implementation\Front-end Flask\venv\Lib\site-packages\pip\_vendor\chardet\langturkishmodel.py", "Python", 0, 0, 4365, 0, 0, 0, 0, 0, 0, 10, 6, 4381
"c:\Users\USER\Documents\SDGP\Implementation\Front-end Flask\venv\Lib\site-packages\pip\_vendor\chardet\latin1prober.py", "Python", 0, 0, 95, 0, 0, 0, 0, 0, 0, 36, 15, 146
"c:\Users\USER\Documents\SDGP\Implementation\Front-end Flask\venv\Lib\site-packages\pip\_vendor\chardet\mbcharsetprober.py", "Python", 0, 0, 52, 0, 0, 0, 0, 0, 0, 31, 13, 96
"c:\Users\USER\Documents\SDGP\Implementation\Front-end Flask\venv\Lib\site-packages\pip\_vendor\chardet\mbcsgroupprober.py", "Python", 0, 0, 25, 0, 0, 0, 0, 0, 0, 28, 4, 57
"c:\Users\USER\Documents\SDGP\Implementation\Front-end Flask\venv\Lib\site-packages\pip\_vendor\chardet\mbcssm.py", "Python", 0, 0, 546, 0, 0, 0, 0, 0, 0, 68, 47, 661
"c:\Users\USER\Documents\SDGP\Implementation\Front-end Flask\venv\Lib\site-packages\pip\_vendor\chardet\metadata\__init__.py", "Python", 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 1
"c:\Users\USER\Documents\SDGP\Implementation\Front-end Flask\venv\Lib\site-packages\pip\_vendor\chardet\metadata\languages.py", "Python", 0, 0, 284, 0, 0, 0, 0, 0, 0, 59, 9, 352
"c:\Users\USER\Documents\SDGP\Implementation\Front-end Flask\venv\Lib\site-packages\pip\_vendor\chardet\sbcharsetprober.py", "Python", 0, 0, 107, 0, 0, 0, 0, 0, 0, 40, 14, 161
"c:\Users\USER\Documents\SDGP\Implementation\Front-end Flask\venv\Lib\site-packages\pip\_vendor\chardet\sbcsgroupprober.py", "Python", 0, 0, 45, 0, 0, 0, 0, 0, 0, 39, 5, 89
"c:\Users\USER\Documents\SDGP\Implementation\Front-end Flask\venv\Lib\site-packages\pip\_vendor\chardet\sjisprober.py", "Python", 0, 0, 61, 0, 0, 0, 0, 0, 0, 26, 12, 99
"c:\Users\USER\Documents\SDGP\Implementation\Front-end Flask\venv\Lib\site-packages\pip\_vendor\chardet\universaldetector.py", "Python", 0, 0, 196, 0, 0, 0, 0, 0, 0, 106, 27, 329
"c:\Users\USER\Documents\SDGP\Implementation\Front-end Flask\venv\Lib\site-packages\pip\_vendor\chardet\utf1632prober.py", "Python", 0, 0, 154, 0, 0, 0, 0, 0, 0, 50, 20, 224
"c:\Users\USER\Documents\SDGP\Implementation\Front-end Flask\venv\Lib\site-packages\pip\_vendor\chardet\utf8prober.py", "Python", 0, 0, 43, 0, 0, 0, 0, 0, 0, 26, 12, 81
"c:\Users\USER\Documents\SDGP\Implementation\Front-end Flask\venv\Lib\site-packages\pip\_vendor\chardet\version.py", "Python", 0, 0, 2, 0, 0, 0, 0, 0, 0, 6, 2, 10
"c:\Users\USER\Documents\SDGP\Implementation\Front-end Flask\venv\Lib\site-packages\pip\_vendor\colorama\__init__.py", "Python", 0, 0, 4, 0, 0, 0, 0, 0, 0, 1, 2, 7
"c:\Users\USER\Documents\SDGP\Implementation\Front-end Flask\venv\Lib\site-packages\pip\_vendor\colorama\ansi.py", "Python", 0, 0, 77, 0, 0, 0, 0, 0, 0, 6, 20, 103
"c:\Users\USER\Documents\SDGP\Implementation\Front-end Flask\venv\Lib\site-packages\pip\_vendor\colorama\ansitowin32.py", "Python", 0, 0, 200, 0, 0, 0, 0, 0, 0, 25, 42, 267
"c:\Users\USER\Documents\SDGP\Implementation\Front-end Flask\venv\Lib\site-packages\pip\_vendor\colorama\initialise.py", "Python", 0, 0, 57, 0, 0, 0, 0, 0, 0, 1, 23, 81
"c:\Users\USER\Documents\SDGP\Implementation\Front-end Flask\venv\Lib\site-packages\pip\_vendor\colorama\win32.py", "Python", 0, 0, 122, 0, 0, 0, 0, 0, 0, 11, 20, 153
"c:\Users\USER\Documents\SDGP\Implementation\Front-end Flask\venv\Lib\site-packages\pip\_vendor\colorama\winterm.py", "Python", 0, 0, 123, 0, 0, 0, 0, 0, 0, 28, 19, 170
"c:\Users\USER\Documents\SDGP\Implementation\Front-end Flask\venv\Lib\site-packages\pip\_vendor\distlib\__init__.py", "Python", 0, 0, 13, 0, 0, 0, 0, 0, 0, 6, 5, 24
"c:\Users\USER\Documents\SDGP\Implementation\Front-end Flask\venv\Lib\site-packages\pip\_vendor\distlib\compat.py", "Python", 0, 0, 798, 0, 0, 0, 0, 0, 0, 162, 157, 1117
"c:\Users\USER\Documents\SDGP\Implementation\Front-end Flask\venv\Lib\site-packages\pip\_vendor\distlib\database.py", "Python", 0, 0, 777, 0, 0, 0, 0, 0, 0, 425, 149, 1351
"c:\Users\USER\Documents\SDGP\Implementation\Front-end Flask\venv\Lib\site-packages\pip\_vendor\distlib\index.py", "Python", 0, 0, 286, 0, 0, 0, 0, 0, 0, 193, 30, 509
"c:\Users\USER\Documents\SDGP\Implementation\Front-end Flask\venv\Lib\site-packages\pip\_vendor\distlib\locators.py", "Python", 0, 0, 822, 0, 0, 0, 0, 0, 0, 387, 92, 1301
"c:\Users\USER\Documents\SDGP\Implementation\Front-end Flask\venv\Lib\site-packages\pip\_vendor\distlib\manifest.py", "Python", 0, 0, 199, 0, 0, 0, 0, 0, 0, 143, 52, 394
"c:\Users\USER\Documents\SDGP\Implementation\Front-end Flask\venv\Lib\site-packages\pip\_vendor\distlib\markers.py", "Python", 0, 0, 107, 0, 0, 0, 0, 0, 0, 27, 19, 153
"c:\Users\USER\Documents\SDGP\Implementation\Front-end Flask\venv\Lib\site-packages\pip\_vendor\distlib\metadata.py", "Python", 0, 0, 793, 0, 0, 0, 0, 0, 0, 135, 149, 1077
"c:\Users\USER\Documents\SDGP\Implementation\Front-end Flask\venv\Lib\site-packages\pip\_vendor\distlib\resources.py", "Python", 0, 0, 243, 0, 0, 0, 0, 0, 0, 56, 60, 359
"c:\Users\USER\Documents\SDGP\Implementation\Front-end Flask\venv\Lib\site-packages\pip\_vendor\distlib\scripts.py", "Python", 0, 0, 316, 0, 0, 0, 0, 0, 0, 81, 41, 438
